timestamp,raw_response
2025-08-19 13:28:01,"{
  ""stock_code"": ""GESHIP"",
  ""instrument_token"": 3526657,
  ""support"": 944.85,
  ""resistance"": 977.5,
  ""volume_threshold"": 280009,
  ""bollinger"": {
    ""mid_price"": 955.805,
    ""upper_band"": 1001.5811,
    ""lower_band"": 910.0289
  },
  ""macd"": {
    ""signal_line"": -9.8703,
    ""histogram"": 3.4523,
    ""ma_fast"": 945.3667,
    ""ma_slow"": 955.805,
    ""ma_signal"": 955.9193
  },
  ""adx"": {
    ""period"": 14,
    ""threshold"": 20
  },
  ""moving_averages"": {
    ""ma_fast"": 9,
    ""ma_slow"": 20
  },
  ""inside_bar"": {
    ""lookback"": 1
  },
  ""candle"": {
    ""min_body_percent"": 0.7
  },
  ""reason"": [
    ""Recent candles show sustained upward momentum with the close near the resistance level of 977.5, indicating a potential breakout."",
    ""Recent volume spike and positive MACD histogram suggest increasing bullish strength."",
    ""Support remains stable at 944.85, with no significant change in recent lows."",
    ""Short-term trend indicates a possible bullish breakout if resistance is surpassed.""
  ],
  ""last_updated"": ""2025-08-19 13:30:00"",
  ""signal"": ""Buy""
}"
2025-08-19 13:33:53,"{
  ""stock_code"": ""GESHIP"",
  ""instrument_token"": 3526657,
  ""support"": 944.85,
  ""resistance"": 977.5,
  ""volume_threshold"": 280009,
  ""bollinger"": {
    ""mid_price"": 955.805,
    ""upper_band"": 1001.5811,
    ""lower_band"": 910.0289
  },
  ""macd"": {
    ""signal_line"": -9.8703,
    ""histogram"": 3.4523,
    ""ma_fast"": 945.3667,
    ""ma_slow"": 955.805,
    ""ma_signal"": 955.9193
  },
  ""adx"": {
    ""period"": 14,
    ""threshold"": 20
  },
  ""moving_averages"": {
    ""ma_fast"": 9,
    ""ma_slow"": 20
  },
  ""inside_bar"": {
    ""lookback"": 1
  },
  ""candle"": {
    ""min_body_percent"": 0.7
  },
  ""reason"": [
    ""Recent candles show sustained upward momentum with the close at 976.75, surpassing previous resistance levels and indicating a potential breakout."",
    ""Recent volume spike and positive MACD histogram suggest increasing bullish strength."",
    ""Support remains stable at 944.85, with no significant change in recent lows."",
    ""Short-term trend indicates a bullish breakout if resistance is surpassed.""
  ],
  ""last_updated"": ""2025-08-19 13:30:00"",
  ""signal"": ""Buy""
}"
2025-08-19 13:38:08,"{
  ""stock_code"": ""GESHIP"",
  ""instrument_token"": 3526657,
  ""support"": 944.85,
  ""resistance"": 977.5,
  ""volume_threshold"": 280009,
  ""bollinger"": {
    ""mid_price"": 955.805,
    ""upper_band"": 1001.5811,
    ""lower_band"": 910.0289
  },
  ""macd"": {
    ""signal_line"": -9.8703,
    ""histogram"": 3.4523,
    ""ma_fast"": 945.3667,
    ""ma_slow"": 955.805,
    ""ma_signal"": 955.9193
  },
  ""adx"": {
    ""period"": 14,
    ""threshold"": 20
  },
  ""moving_averages"": {
    ""ma_fast"": 9,
    ""ma_slow"": 20
  },
  ""inside_bar"": {
    ""lookback"": 1
  },
  ""candle"": {
    ""min_body_percent"": 0.7
  },
  ""reason"": [
    ""Recent candles show sustained upward momentum with the close at 975.85, surpassing previous resistance levels and indicating a potential breakout."",
    ""Recent volume spike and positive MACD histogram suggest increasing bullish strength."",
    ""Support remains stable at 944.85, with no significant change in recent lows."",
    ""Short-term trend indicates a bullish breakout if resistance is surpassed.""
  ],
  ""last_updated"": ""2025-08-19 13:30:00"",
  ""signal"": ""Buy""
}"
2025-08-19 13:52:55,"{
  ""stock_code"": ""GESHIP"",
  ""instrument_token"": 3526657,
  ""support"": 944.85,
  ""resistance"": 977.5,
  ""volume_threshold"": 280009,
  ""bollinger"": {
    ""mid_price"": 955.805,
    ""upper_band"": 1001.5811,
    ""lower_band"": 910.0289
  },
  ""macd"": {
    ""signal_line"": -9.8703,
    ""histogram"": 3.4523,
    ""ma_fast"": 945.3667,
    ""ma_slow"": 955.805,
    ""ma_signal"": 955.9193
  },
  ""adx"": {
    ""period"": 14,
    ""threshold"": 20
  },
  ""moving_averages"": {
    ""ma_fast"": 9,
    ""ma_slow"": 20
  },
  ""inside_bar"": {
    ""lookback"": 1
  },
  ""candle"": {
    ""min_body_percent"": 0.7
  },
  ""reason"": [
    ""Recent candles show a strong upward move with the close at 978.45, surpassing previous resistance levels and indicating a potential breakout."",
    ""Recent volume spike and positive MACD histogram support bullish momentum."",
    ""Support remains stable at 944.85, with no significant change in recent lows."",
    ""Short-term trend indicates a bullish breakout if resistance is surpassed.""
  ],
  ""last_updated"": ""2025-08-19 13:51:00"",
  ""signal"": ""Buy""
}"
2025-08-19 14:31:12,"{
  ""stock_code"": ""GESHIP"",
  ""instrument_token"": 3526657,
  ""support"": 949.95,
  ""resistance"": 977.5,
  ""volume_threshold"": 1000000,
  ""bollinger"": {
    ""mid_price"": 958.6,
    ""upper_band"": 1009.2592,
    ""lower_band"": 908.6
  },
  ""macd"": {
    ""signal_line"": -11.2523,
    ""histogram"": 1.0781,
    ""ma_fast"": 938.6444,
    ""ma_slow"": 958.6,
    ""ma_signal"": -11.2523
  },
  ""adx"": {
    ""period"": 14,
    ""threshold"": 20
  },
  ""moving_averages"": {
    ""ma_fast"": 977.2222,
    ""ma_slow"": 976.1875
  },
  ""inside_bar"": {
    ""lookback"": 1
  },
  ""candle"": {
    ""min_body_percent"": 0.7
  },
  ""reason"": [
    ""Recent candles show consolidation with support around 949.95 and resistance near 977.5, indicating potential range-bound behavior."",
    ""Bollinger bands have tightened, suggesting decreased volatility but potential for breakout."",
    ""MACD histogram is positive and increasing, indicating bullish momentum."",
    ""ADX remains below 30, signaling a non-trending phase but with short-term bullish bias.""
  ],
  ""last_updated"": ""2025-08-19 14:30:00"",
  ""signal"": ""Hold""
}"
2025-08-19 14:44:47,"{
  ""stock_code"": ""GESHIP"",
  ""instrument_token"": 3526657,
  ""support"": 944.85,
  ""resistance"": 977.5,
  ""volume_threshold"": 280009,
  ""bollinger"": {
    ""mid_price"": 955.805,
    ""upper_band"": 1001.5811,
    ""lower_band"": 910.0289
  },
  ""macd"": {
    ""signal_line"": -9.8703,
    ""histogram"": 3.4523,
    ""ma_fast"": 945.3667,
    ""ma_slow"": 955.805,
    ""ma_signal"": 955.9193
  },
  ""adx"": {
    ""period"": 14,
    ""threshold"": 20
  },
  ""moving_averages"": {
    ""ma_fast"": 9,
    ""ma_slow"": 20
  },
  ""inside_bar"": {
    ""lookback"": 1
  },
  ""candle"": {
    ""min_body_percent"": 0.7
  },
  ""reason"": [
    ""Recent candles show a strong sideways consolidation with the price near the resistance of 977.5, but no clear breakout."",
    ""MACD remains negative but shows signs of decreasing bearish momentum, indicating potential for reversal or continuation."",
    ""Support remains at 944.85, consistent with recent lows, but recent candles suggest a lack of decisive movement."",
    ""No significant change in volume or volatility to justify adjusting support/resistance levels at this time.""
  ],
  ""last_updated"": ""2025-08-19 14:45:00"",
  ""signal"": ""Hold""
}"
2025-08-19 15:14:49,"{
  ""stock_code"": ""GESHIP"",
  ""instrument_token"": 3526657,
  ""support"": 944.85,
  ""resistance"": 977.5,
  ""volume_threshold"": 280009,
  ""bollinger"": {
    ""mid_price"": 955.805,
    ""upper_band"": 1001.5811,
    ""lower_band"": 910.0289
  },
  ""macd"": {
    ""signal_line"": -9.8703,
    ""histogram"": 3.4523,
    ""ma_fast"": 945.3667,
    ""ma_slow"": 955.805,
    ""ma_signal"": 955.9193
  },
  ""adx"": {
    ""period"": 14,
    ""threshold"": 20
  },
  ""moving_averages"": {
    ""ma_fast"": 9,
    ""ma_slow"": 20
  },
  ""inside_bar"": {
    ""lookback"": 1
  },
  ""candle"": {
    ""min_body_percent"": 0.7
  },
  ""reason"": [
    ""Recent candles show a strong upward momentum with the close near the resistance of 977.5, indicating a potential breakout."",
    ""MACD remains positive and shows increasing bullish momentum, supporting a bullish outlook."",
    ""Volume has increased significantly in recent candles, confirming strong buying interest."",
    ""Price is trading above the support level of 944.85, with the recent high surpassing previous resistance levels.""
  ],
  ""last_updated"": ""2025-08-19 15:15:00"",
  ""signal"": ""Buy""
}"
2025-08-19 15:19:07,"{
  ""stock_code"": ""GESHIP"",
  ""instrument_token"": 3526657,
  ""support"": 944.85,
  ""resistance"": 977.5,
  ""volume_threshold"": 280009,
  ""bollinger"": {
    ""mid_price"": 955.805,
    ""upper_band"": 1001.5811,
    ""lower_band"": 910.0289
  },
  ""macd"": {
    ""signal_line"": -9.8703,
    ""histogram"": 3.4523,
    ""ma_fast"": 945.3667,
    ""ma_slow"": 955.805,
    ""ma_signal"": 955.9193
  },
  ""adx"": {
    ""period"": 14,
    ""threshold"": 20
  },
  ""moving_averages"": {
    ""ma_fast"": 9,
    ""ma_slow"": 20
  },
  ""inside_bar"": {
    ""lookback"": 1
  },
  ""candle"": {
    ""min_body_percent"": 0.7
  },
  ""reason"": [
    ""Recent candles show a strong upward momentum with the close near the resistance of 977.5, indicating a potential breakout."",
    ""MACD remains positive and shows increasing bullish momentum, supporting a bullish outlook."",
    ""Volume has increased significantly in recent candles, confirming strong buying interest."",
    ""Price is trading above the support level of 944.85, with the recent high surpassing previous resistance levels.""
  ],
  ""last_updated"": ""2025-08-19 15:15:00"",
  ""signal"": ""Buy""
}"
2025-08-22 12:04:02,"{
  ""stock_code"": ""GESHIP"",
  ""instrument_token"": 3526657,
  ""support"": 971.41,
  ""resistance"": 983.78,
  ""volume_threshold"": 761,
  ""bollinger"": {
    ""mid_price"": 977.6,
    ""upper_band"": 983.78,
    ""lower_band"": 971.41
  },
  ""macd"": {
    ""signal_line"": -9.8703,
    ""histogram"": 3.4523,
    ""ma_fast"": 945.3667,
    ""ma_slow"": 955.805,
    ""ma_signal"": 955.9193
  },
  ""adx"": {
    ""period"": 14,
    ""threshold"": 20
  },
  ""moving_averages"": {
    ""ma_fast"": 9,
    ""ma_slow"": 20
  },
  ""inside_bar"": {
    ""lookback"": 1
  },
  ""candle"": {
    ""min_body_percent"": 0.7
  },
  ""reason"": [
    ""Recent candles show a slight upward trend with MACD moving towards positive territory, indicating potential bullish momentum."",
    ""Price is near support level with no clear breakout above resistance, suggesting cautious hold.""
  ],
  ""last_updated"": ""2025-08-22 12:02:00"",
  ""signal"": ""Hold""
}"
2025-08-22 12:09:12,"{
  ""stock_code"": ""GESHIP"",
  ""instrument_token"": 3526657,
  ""support"": 971.41,
  ""resistance"": 983.78,
  ""volume_threshold"": 761,
  ""bollinger"": {
    ""mid_price"": 977.6,
    ""upper_band"": 983.78,
    ""lower_band"": 971.41
  },
  ""macd"": {
    ""signal_line"": -9.8703,
    ""histogram"": 3.4523,
    ""ma_fast"": 945.3667,
    ""ma_slow"": 955.805,
    ""ma_signal"": 955.9193
  },
  ""adx"": {
    ""period"": 14,
    ""threshold"": 20
  },
  ""moving_averages"": {
    ""ma_fast"": 9,
    ""ma_slow"": 20
  },
  ""inside_bar"": {
    ""lookback"": 1
  },
  ""candle"": {
    ""min_body_percent"": 0.7
  },
  ""reason"": [
    ""Recent candles show a slight downward movement with MACD approaching neutral, indicating potential weakening of bullish momentum."",
    ""Price is near support level with no clear breakout above resistance, suggesting cautious hold.""
  ],
  ""last_updated"": ""2025-08-22 12:00:00"",
  ""signal"": ""Hold"",
  ""forecast"": ""AI""
}"
